trial,machine_type,function,cpu,ram,time
36,rasp_pi,merge_sort,71.5,14.541,0.081
36,rasp_pi,quick_sort,56.96,14.549,0.049
36,rasp_pi,heap_sort,79.22,14.545,0.113
37,rasp_pi,bubble_sort,99.51,14.455,6.954
37,rasp_pi,selection_sort,98.93,14.492,1.936
37,rasp_pi,insertion_sort,99.15,14.492,2.047
37,rasp_pi,merge_sort,71.51,14.5,0.08
37,rasp_pi,quick_sort,70.84,14.512,0.054
37,rasp_pi,heap_sort,79.7,14.504,0.113
38,rasp_pi,bubble_sort,99.72,14.615,6.556
38,rasp_pi,selection_sort,98.5,14.651,1.938
38,rasp_pi,insertion_sort,98.81,14.651,1.957
38,rasp_pi,merge_sort,68.37,14.664,0.082
38,rasp_pi,quick_sort,57.06,14.668,0.048
38,rasp_pi,heap_sort,79.8,14.664,0.113
39,rasp_pi,bubble_sort,99.76,14.512,6.778
39,rasp_pi,selection_sort,98.8,14.549,1.921
39,rasp_pi,insertion_sort,98.49,14.549,2.016
39,rasp_pi,merge_sort,71.27,14.557,0.081
39,rasp_pi,quick_sort,70.82,14.569,0.049
39,rasp_pi,heap_sort,79.73,14.561,0.113
40,rasp_pi,bubble_sort,99.71,14.5,6.776
40,rasp_pi,selection_sort,98.64,14.533,1.995
40,rasp_pi,insertion_sort,98.87,14.533,2.056
40,rasp_pi,merge_sort,81.14,14.541,0.081
40,rasp_pi,quick_sort,70.98,14.549,0.048
40,rasp_pi,heap_sort,87.38,14.545,0.113
41,rasp_pi,bubble_sort,99.42,14.5,6.822
41,rasp_pi,selection_sort,98.7,14.533,1.92
41,rasp_pi,insertion_sort,99.39,14.533,2.052
41,rasp_pi,merge_sort,71.39,14.541,0.081
41,rasp_pi,quick_sort,84.9,14.553,0.051
41,rasp_pi,heap_sort,79.66,14.545,0.114
42,rasp_pi,bubble_sort,99.72,14.43,6.733
42,rasp_pi,selection_sort,98.72,14.467,1.922
42,rasp_pi,insertion_sort,99.13,14.467,2.076
42,rasp_pi,merge_sort,71.53,14.479,0.08
42,rasp_pi,quick_sort,70.62,14.488,0.052
42,rasp_pi,heap_sort,87.19,14.479,0.112
43,rasp_pi,bubble_sort,99.72,14.553,6.631
43,rasp_pi,selection_sort,99.15,14.586,1.922
43,rasp_pi,insertion_sort,99.12,14.586,2.075
43,rasp_pi,merge_sort,81.07,14.594,0.081
43,rasp_pi,quick_sort,84.04,14.606,0.051
43,rasp_pi,heap_sort,79.67,14.598,0.113
44,rasp_pi,bubble_sort,99.71,14.496,6.526
44,rasp_pi,selection_sort,98.96,14.533,2.005
44,rasp_pi,insertion_sort,98.65,14.533,2.044
44,rasp_pi,merge_sort,80.9,14.541,0.082
44,rasp_pi,quick_sort,84.66,14.553,0.052
44,rasp_pi,heap_sort,79.68,14.545,0.113
45,rasp_pi,bubble_sort,99.67,14.512,6.937
45,rasp_pi,selection_sort,98.75,14.549,1.922
45,rasp_pi,insertion_sort,98.59,14.549,2.101
45,rasp_pi,merge_sort,81.59,14.557,0.081
45,rasp_pi,quick_sort,70.94,14.569,0.048
45,rasp_pi,heap_sort,87.11,14.561,0.116
46,rasp_pi,bubble_sort,99.74,14.549,6.555
46,rasp_pi,selection_sort,98.89,14.586,1.911
46,rasp_pi,insertion_sort,98.43,14.586,2.016
46,rasp_pi,merge_sort,81.17,14.594,0.081
46,rasp_pi,quick_sort,85.1,14.606,0.05
46,rasp_pi,heap_sort,79.5,14.598,0.114
47,rasp_pi,bubble_sort,99.41,14.529,6.688
47,rasp_pi,selection_sort,98.67,14.565,1.922
47,rasp_pi,insertion_sort,98.73,14.565,2.076
47,rasp_pi,merge_sort,81.16,14.574,0.082
47,rasp_pi,quick_sort,84.94,14.586,0.05
47,rasp_pi,heap_sort,79.71,14.578,0.113
48,rasp_pi,bubble_sort,99.71,14.459,6.572
48,rasp_pi,selection_sort,98.68,14.492,1.989
48,rasp_pi,insertion_sort,98.52,14.492,2.01
48,rasp_pi,merge_sort,71.37,14.5,0.081
48,rasp_pi,quick_sort,56.48,14.508,0.048
48,rasp_pi,heap_sort,79.6,14.504,0.114
49,rasp_pi,bubble_sort,99.78,14.61,6.688
49,rasp_pi,selection_sort,99.12,14.647,2.012
49,rasp_pi,insertion_sort,98.83,14.647,2.06
49,rasp_pi,merge_sort,71.47,14.66,0.082
49,rasp_pi,quick_sort,70.6,14.668,0.049
49,rasp_pi,heap_sort,71.79,14.66,0.114
50,rasp_pi,bubble_sort,99.53,14.5,6.558
50,rasp_pi,selection_sort,98.64,14.533,1.928
50,rasp_pi,insertion_sort,98.65,14.533,2.013
50,rasp_pi,merge_sort,71.49,14.541,0.081
50,rasp_pi,quick_sort,70.76,14.549,0.049
50,rasp_pi,heap_sort,79.67,14.545,0.113
51,rasp_pi,bubble_sort,99.8,14.529,6.891
51,rasp_pi,selection_sort,98.88,14.561,1.994
51,rasp_pi,insertion_sort,98.81,14.561,2.115
51,rasp_pi,merge_sort,81.11,14.569,0.083
51,rasp_pi,quick_sort,56.92,14.582,0.048
51,rasp_pi,heap_sort,79.43,14.574,0.114
52,rasp_pi,bubble_sort,99.53,14.524,6.63
52,rasp_pi,selection_sort,98.23,14.561,1.925
52,rasp_pi,insertion_sort,99.1,14.561,2.069
52,rasp_pi,merge_sort,71.24,14.569,0.082
52,rasp_pi,quick_sort,57.02,14.578,0.05
52,rasp_pi,heap_sort,79.46,14.574,0.112
53,rasp_pi,bubble_sort,99.69,14.467,6.73
53,rasp_pi,selection_sort,99.02,14.5,1.928
53,rasp_pi,insertion_sort,99.24,14.5,2.023
53,rasp_pi,merge_sort,80.74,14.508,0.08
53,rasp_pi,quick_sort,56.92,14.52,0.05
53,rasp_pi,heap_sort,79.58,14.512,0.114
54,rasp_pi,bubble_sort,99.72,14.463,6.57
54,rasp_pi,selection_sort,98.64,14.5,1.939
54,rasp_pi,insertion_sort,98.96,14.5,2.053
54,rasp_pi,merge_sort,71.5,14.508,0.081
54,rasp_pi,quick_sort,85.06,14.52,0.051
54,rasp_pi,heap_sort,79.64,14.512,0.113
55,rasp_pi,bubble_sort,99.54,14.463,6.627
55,rasp_pi,selection_sort,98.86,14.5,1.946
55,rasp_pi,insertion_sort,99.3,14.5,2.02
55,rasp_pi,merge_sort,61.09,14.508,0.084
55,rasp_pi,quick_sort,56.68,14.52,0.05
55,rasp_pi,heap_sort,79.61,14.512,0.113
56,rasp_pi,bubble_sort,99.66,14.529,6.89
56,rasp_pi,selection_sort,98.36,14.565,1.945
56,rasp_pi,insertion_sort,98.86,14.565,2.067
56,rasp_pi,merge_sort,81.13,14.574,0.081
56,rasp_pi,quick_sort,70.3,14.582,0.05
56,rasp_pi,heap_sort,79.7,14.578,0.114
57,rasp_pi,bubble_sort,99.56,14.434,6.797
57,rasp_pi,selection_sort,98.54,14.467,1.939
57,rasp_pi,insertion_sort,99.25,14.467,2.041
57,rasp_pi,merge_sort,71.51,14.475,0.081
57,rasp_pi,quick_sort,70.68,14.483,0.049
57,rasp_pi,heap_sort,79.31,14.479,0.113
58,rasp_pi,bubble_sort,99.66,14.529,6.831
58,rasp_pi,selection_sort,99.14,14.565,1.985
58,rasp_pi,insertion_sort,99.45,14.565,2.081
58,rasp_pi,merge_sort,71.43,14.578,0.082
58,rasp_pi,quick_sort,70.5,14.586,0.048
58,rasp_pi,heap_sort,79.79,14.578,0.112
59,rasp_pi,bubble_sort,99.61,14.455,6.679
59,rasp_pi,selection_sort,98.63,14.492,1.922
59,rasp_pi,insertion_sort,98.62,14.492,2.036
59,rasp_pi,merge_sort,71.49,14.5,0.08
59,rasp_pi,quick_sort,57.16,14.512,0.053
59,rasp_pi,heap_sort,79.34,14.504,0.113
60,rasp_pi,bubble_sort,99.75,14.442,6.848
60,rasp_pi,selection_sort,98.65,14.479,1.978
60,rasp_pi,insertion_sort,99.15,14.479,2.067
60,rasp_pi,merge_sort,71.33,14.488,0.08
60,rasp_pi,quick_sort,84.98,14.5,0.05
60,rasp_pi,heap_sort,79.21,14.492,0.113
61,rasp_pi,bubble_sort,99.72,14.496,6.786
61,rasp_pi,selection_sort,98.65,14.533,1.912
61,rasp_pi,insertion_sort,98.54,14.533,2.054
61,rasp_pi,merge_sort,71.5,14.541,0.081
61,rasp_pi,quick_sort,56.96,14.553,0.048
61,rasp_pi,heap_sort,79.71,14.545,0.113
62,rasp_pi,bubble_sort,99.64,14.615,6.696
62,rasp_pi,selection_sort,98.81,14.651,1.919
62,rasp_pi,insertion_sort,99.22,14.651,2.033
62,rasp_pi,merge_sort,71.51,14.66,0.081
62,rasp_pi,quick_sort,57.04,14.672,0.049
62,rasp_pi,heap_sort,79.81,14.664,0.112
63,rasp_pi,bubble_sort,99.63,14.529,6.821
63,rasp_pi,selection_sort,98.6,14.565,2.006
63,rasp_pi,insertion_sort,99.29,14.565,2.053
63,rasp_pi,merge_sort,71.41,14.574,0.082
63,rasp_pi,quick_sort,56.94,14.582,0.048
63,rasp_pi,heap_sort,79.29,14.578,0.113
64,rasp_pi,bubble_sort,99.79,14.43,6.892
64,rasp_pi,selection_sort,98.53,14.467,1.933
64,rasp_pi,insertion_sort,98.61,14.467,2.124
64,rasp_pi,merge_sort,71.44,14.475,0.081
64,rasp_pi,quick_sort,56.98,14.488,0.05
64,rasp_pi,heap_sort,87.21,14.479,0.113
65,rasp_pi,bubble_sort,99.59,14.615,6.591
65,rasp_pi,selection_sort,98.79,14.647,1.92
65,rasp_pi,insertion_sort,98.87,14.647,2.07
65,rasp_pi,merge_sort,81.29,14.655,0.081
65,rasp_pi,quick_sort,70.32,14.668,0.048
65,rasp_pi,heap_sort,87.26,14.66,0.112
66,rasp_pi,bubble_sort,99.72,14.434,6.854
66,rasp_pi,selection_sort,98.77,14.467,1.923
66,rasp_pi,insertion_sort,98.98,14.467,2.09
66,rasp_pi,merge_sort,81.1,14.475,0.081
66,rasp_pi,quick_sort,70.58,14.488,0.05
66,rasp_pi,heap_sort,79.6,14.479,0.113
67,rasp_pi,bubble_sort,99.55,14.561,6.495
67,rasp_pi,selection_sort,98.84,14.594,1.921
67,rasp_pi,insertion_sort,99.21,14.594,2.037
67,rasp_pi,merge_sort,71.39,14.602,0.083
67,rasp_pi,quick_sort,84.46,14.61,0.047
67,rasp_pi,heap_sort,79.04,14.606,0.114
68,rasp_pi,bubble_sort,99.56,14.541,6.898
68,rasp_pi,selection_sort,99.23,14.578,1.943
68,rasp_pi,insertion_sort,98.65,14.578,2.058
68,rasp_pi,merge_sort,71.49,14.59,0.083
68,rasp_pi,quick_sort,84.36,14.598,0.05
68,rasp_pi,heap_sort,79.1,14.59,0.113
69,rasp_pi,bubble_sort,99.8,14.512,6.671
69,rasp_pi,selection_sort,98.73,14.549,1.924
69,rasp_pi,insertion_sort,99.09,14.549,2.077
69,rasp_pi,merge_sort,71.47,14.557,0.082
69,rasp_pi,quick_sort,70.56,14.565,0.048
69,rasp_pi,heap_sort,79.68,14.561,0.114
70,rasp_pi,bubble_sort,99.68,14.447,6.838
70,rasp_pi,selection_sort,98.65,14.479,1.958
70,rasp_pi,insertion_sort,98.34,14.479,2.105
70,rasp_pi,merge_sort,71.5,14.488,0.082
70,rasp_pi,quick_sort,70.96,14.5,0.048
70,rasp_pi,heap_sort,79.58,14.492,0.115
71,rasp_pi,bubble_sort,99.24,14.43,6.627
71,rasp_pi,selection_sort,98.76,14.467,1.971
71,rasp_pi,insertion_sort,98.76,14.467,2.034
71,rasp_pi,merge_sort,71.37,14.475,0.08
71,rasp_pi,quick_sort,56.98,14.483,0.05
71,rasp_pi,heap_sort,71.59,14.479,0.113
72,rasp_pi,bubble_sort,99.8,14.5,7.032
72,rasp_pi,selection_sort,98.65,14.533,1.933
72,rasp_pi,insertion_sort,98.74,14.533,2.082
72,rasp_pi,merge_sort,81.04,14.545,0.081
72,rasp_pi,quick_sort,70.36,14.553,0.05
72,rasp_pi,heap_sort,79.71,14.545,0.113
73,rasp_pi,bubble_sort,99.66,14.619,6.737
73,rasp_pi,selection_sort,99.04,14.651,1.939
73,rasp_pi,insertion_sort,98.55,14.651,2.055
73,rasp_pi,merge_sort,71.46,14.66,0.082
73,rasp_pi,quick_sort,84.84,14.668,0.048
73,rasp_pi,heap_sort,79.5,14.664,0.113
74,rasp_pi,bubble_sort,99.68,14.442,6.568
74,rasp_pi,selection_sort,99.15,14.479,1.925
74,rasp_pi,insertion_sort,98.37,14.479,2.034
74,rasp_pi,merge_sort,71.47,14.492,0.081
74,rasp_pi,quick_sort,56.92,14.496,0.048
74,rasp_pi,heap_sort,79.39,14.492,0.115
75,rasp_pi,bubble_sort,99.71,14.434,6.978
75,rasp_pi,selection_sort,99.36,14.467,1.992
75,rasp_pi,insertion_sort,98.78,14.467,2.102
75,rasp_pi,merge_sort,81.21,14.475,0.081
75,rasp_pi,quick_sort,56.92,14.488,0.05
75,rasp_pi,heap_sort,79.78,14.479,0.113
76,rasp_pi,bubble_sort,99.64,14.553,6.652
76,rasp_pi,selection_sort,98.58,14.586,1.935
76,rasp_pi,insertion_sort,99.07,14.586,2.037
76,rasp_pi,merge_sort,71.4,14.598,0.08
76,rasp_pi,quick_sort,56.9,14.606,0.048
76,rasp_pi,heap_sort,79.74,14.598,0.113
77,rasp_pi,bubble_sort,99.71,14.615,6.764
77,rasp_pi,selection_sort,99.33,14.651,1.942
77,rasp_pi,insertion_sort,98.62,14.651,2.04
77,rasp_pi,merge_sort,71.03,14.66,0.083
77,rasp_pi,quick_sort,70.34,14.672,0.048
77,rasp_pi,heap_sort,79.01,14.664,0.113
78,rasp_pi,bubble_sort,99.81,14.455,6.828
78,rasp_pi,selection_sort,98.58,14.492,2.008
78,rasp_pi,insertion_sort,99.04,14.492,2.078
78,rasp_pi,merge_sort,71.46,14.5,0.081
78,rasp_pi,quick_sort,84.42,14.512,0.051
78,rasp_pi,heap_sort,79.37,14.504,0.113
79,rasp_pi,bubble_sort,99.6,14.434,6.718
79,rasp_pi,selection_sort,99.07,14.467,2.007
79,rasp_pi,insertion_sort,98.99,14.467,2.129
79,rasp_pi,merge_sort,81.27,14.475,0.081
79,rasp_pi,quick_sort,57.06,14.488,0.051
79,rasp_pi,heap_sort,79.38,14.479,0.113
80,rasp_pi,bubble_sort,99.59,14.529,6.821
80,rasp_pi,selection_sort,98.94,14.565,1.938
80,rasp_pi,insertion_sort,99.19,14.565,2.064
80,rasp_pi,merge_sort,81.11,14.574,0.081
80,rasp_pi,quick_sort,70.74,14.582,0.047
80,rasp_pi,heap_sort,87.32,14.578,0.113
81,rasp_pi,bubble_sort,99.63,14.455,6.761
81,rasp_pi,selection_sort,99.13,14.492,1.93
81,rasp_pi,insertion_sort,99.13,14.492,2.088
81,rasp_pi,merge_sort,81.01,14.5,0.081
81,rasp_pi,quick_sort,70.36,14.512,0.05
81,rasp_pi,heap_sort,87.29,14.504,0.114
82,rasp_pi,bubble_sort,99.74,14.557,6.844
82,rasp_pi,selection_sort,99.11,14.594,1.929
82,rasp_pi,insertion_sort,98.98,14.594,2.02
82,rasp_pi,merge_sort,81.67,14.602,0.08
82,rasp_pi,quick_sort,70.92,14.615,0.048
82,rasp_pi,heap_sort,79.63,14.606,0.114
83,rasp_pi,bubble_sort,99.67,14.43,6.991
83,rasp_pi,selection_sort,97.72,14.467,1.959
83,rasp_pi,insertion_sort,99.14,14.467,2.057
83,rasp_pi,merge_sort,71.43,14.475,0.081
83,rasp_pi,quick_sort,57.1,14.483,0.049
83,rasp_pi,heap_sort,79.19,14.479,0.114
84,rasp_pi,bubble_sort,99.64,14.549,6.753
84,rasp_pi,selection_sort,99.25,14.586,1.997
84,rasp_pi,insertion_sort,98.52,14.586,2.096
84,rasp_pi,merge_sort,71.59,14.594,0.082
84,rasp_pi,quick_sort,53.52,14.602,0.047
84,rasp_pi,heap_sort,79.6,14.598,0.113
85,rasp_pi,bubble_sort,99.55,14.496,6.739
85,rasp_pi,selection_sort,99.02,14.533,1.937
85,rasp_pi,insertion_sort,98.88,14.533,2.133
85,rasp_pi,merge_sort,81.2,14.541,0.082
85,rasp_pi,quick_sort,57.16,14.553,0.052
85,rasp_pi,heap_sort,79.6,14.545,0.114
86,rasp_pi,bubble_sort,99.69,14.455,6.874
86,rasp_pi,selection_sort,99.0,14.492,2.008
86,rasp_pi,insertion_sort,99.03,14.492,2.055
86,rasp_pi,merge_sort,71.49,14.5,0.081
86,rasp_pi,quick_sort,70.6,14.512,0.051
86,rasp_pi,heap_sort,79.06,14.504,0.114
87,rasp_pi,bubble_sort,99.6,14.615,6.705
87,rasp_pi,selection_sort,98.86,14.647,1.911
87,rasp_pi,insertion_sort,99.35,14.647,2.05
87,rasp_pi,merge_sort,71.34,14.66,0.081
87,rasp_pi,quick_sort,56.96,14.664,0.048
87,rasp_pi,heap_sort,71.63,14.66,0.112
88,rasp_pi,bubble_sort,99.55,14.434,6.755
88,rasp_pi,selection_sort,98.63,14.467,2.002
88,rasp_pi,insertion_sort,99.01,14.467,2.008
88,rasp_pi,merge_sort,71.34,14.475,0.081
88,rasp_pi,quick_sort,71.04,14.483,0.049
88,rasp_pi,heap_sort,79.72,14.479,0.112
89,rasp_pi,bubble_sort,99.52,14.455,6.746
89,rasp_pi,selection_sort,98.64,14.492,1.929
89,rasp_pi,insertion_sort,99.01,14.492,2.015
89,rasp_pi,merge_sort,71.43,14.5,0.081
89,rasp_pi,quick_sort,57.02,14.508,0.048
89,rasp_pi,heap_sort,79.19,14.504,0.114
90,rasp_pi,bubble_sort,99.55,14.496,6.678
90,rasp_pi,selection_sort,98.93,14.533,1.937
90,rasp_pi,insertion_sort,98.18,14.533,2.081
90,rasp_pi,merge_sort,71.37,14.545,0.081
90,rasp_pi,quick_sort,57.06,14.549,0.05
90,rasp_pi,heap_sort,78.83,14.545,0.114
91,rasp_pi,bubble_sort,99.49,14.512,6.97
91,rasp_pi,selection_sort,98.93,14.549,1.938
91,rasp_pi,insertion_sort,98.35,14.549,2.069
91,rasp_pi,merge_sort,81.83,14.557,0.08
91,rasp_pi,quick_sort,57.12,14.569,0.052
91,rasp_pi,heap_sort,79.64,14.561,0.112
92,rasp_pi,bubble_sort,99.67,14.524,6.832
92,rasp_pi,selection_sort,98.79,14.561,1.92
92,rasp_pi,insertion_sort,98.96,14.561,2.122
92,rasp_pi,merge_sort,81.2,14.574,0.083
92,rasp_pi,quick_sort,71.14,14.578,0.049
92,rasp_pi,heap_sort,87.27,14.574,0.115
93,rasp_pi,bubble_sort,99.76,14.455,6.685
93,rasp_pi,selection_sort,99.24,14.492,1.922
93,rasp_pi,insertion_sort,98.22,14.492,2.048
93,rasp_pi,merge_sort,81.3,14.5,0.082
93,rasp_pi,quick_sort,71.12,14.512,0.049
93,rasp_pi,heap_sort,79.69,14.504,0.113
94,rasp_pi,bubble_sort,98.91,14.545,6.699
94,rasp_pi,selection_sort,99.03,14.578,1.926
94,rasp_pi,insertion_sort,99.09,14.578,2.118
94,rasp_pi,merge_sort,71.37,14.586,0.081
94,rasp_pi,quick_sort,84.96,14.598,0.048
94,rasp_pi,heap_sort,79.13,14.59,0.112
95,rasp_pi,bubble_sort,99.78,14.455,6.664
95,rasp_pi,selection_sort,98.78,14.492,1.991
95,rasp_pi,insertion_sort,98.99,14.492,2.069
95,rasp_pi,merge_sort,80.94,14.5,0.081
95,rasp_pi,quick_sort,71.18,14.512,0.05
95,rasp_pi,heap_sort,79.72,14.504,0.116
96,rasp_pi,bubble_sort,99.56,14.615,6.619
96,rasp_pi,selection_sort,98.36,14.651,1.99
96,rasp_pi,insertion_sort,98.62,14.651,2.016
96,rasp_pi,merge_sort,81.19,14.66,0.081
96,rasp_pi,quick_sort,57.0,14.668,0.048
96,rasp_pi,heap_sort,79.76,14.664,0.113
97,rasp_pi,bubble_sort,99.25,14.615,6.589
97,rasp_pi,selection_sort,99.07,14.651,1.996
97,rasp_pi,insertion_sort,98.72,14.651,2.037
97,rasp_pi,merge_sort,81.1,14.66,0.081
97,rasp_pi,quick_sort,84.94,14.672,0.05
97,rasp_pi,heap_sort,87.12,14.664,0.113
98,rasp_pi,bubble_sort,99.46,14.463,6.622
98,rasp_pi,selection_sort,98.78,14.5,1.922
98,rasp_pi,insertion_sort,98.42,14.5,2.143
98,rasp_pi,merge_sort,81.07,14.508,0.082
98,rasp_pi,quick_sort,85.16,14.52,0.05
98,rasp_pi,heap_sort,87.17,14.512,0.114
99,rasp_pi,bubble_sort,99.5,14.549,6.89
99,rasp_pi,selection_sort,98.55,14.586,1.927
99,rasp_pi,insertion_sort,99.01,14.586,2.129
99,rasp_pi,merge_sort,71.53,14.594,0.081
99,rasp_pi,quick_sort,70.62,14.606,0.049
99,rasp_pi,heap_sort,79.2,14.598,0.114
